license_nbr,lic_status,business_name,business_name2,building,street_name,city,state,zip,swc_type,swc_sq_ft,swc_tables,swc_chairs,dohmh,lat,long,community_district,city_council_district,cd_url,app_id,app_swc_type,app_sq_ft,app_tables,app_chairs,app_status,app_status_date,expiration_date,app_too_date,submit_date,intake,intake_dd,dpqa,send_package_dd,cp,cp_dd,cb,cb_dd,hearing,hearing_dd,hearing_public,hearing_public_dd,cc,cc_dd,moo,moo_dd,issuance,issuance_dd,borough
2037395-DCA,Active,E & R U.S. VENTURES LLC,HUMMUS KITCHEN,444,3RD AVE,NEW YORK,NY,10016,Unenclosed,76,4,8,50046283,40.74362799316358,-73.9796643348405,106,2,http://cbsix.org,21896-2019-RSWC,Unenclosed,76,4,8,Application Review Completed,2020-02-07T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-06-11T00:00:00Z,Ready For Review,2019-06-11T00:00:00Z,Approved,2019-06-12T00:00:00Z,NA,NA,Review Period Expired,2019-08-15T00:00:00Z,Waived,2019-08-15T00:00:00Z,NA,NA,Approved,2019-10-01T00:00:00Z,Approved,2020-02-07T00:00:00Z,Issued,2020-02-07T00:00:00Z,Manhattan
2073985-DCA,Inactive,GRACE BARZ LTD,NA,3301,BROADWAY,ASTORIA,NY,11106,Enclosed,720,14,56,50078793,40.76136844091366,-73.92357744660535,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,11178-2018-ASWC,Enclosed,720,14,56,Pending Review,2019-11-19T00:00:00Z,2020-02-12T00:00:00Z,2020-02-12T00:00:00Z,2018-06-05T00:00:00Z,Ready For Review,2018-06-05T00:00:00Z,Issued Temp Op Letter,2018-06-06T00:00:00Z,Proceed,2019-10-30T00:00:00Z,Review Period Expired,2019-12-11T00:00:00Z,Recommendation Issued,2019-12-11T00:00:00Z,SWC Public Hearing,2019-12-18T00:00:00Z,Review Period Expired,2020-01-08T00:00:00Z,Pending Review,2020-01-08T00:00:00Z,Pending Review,NA,Queens
1347910-DCA,Active,LEITRIM PUB INC.,NA,351,W 57TH ST,NEW YORK,NY,10019,Unenclosed,136,8,18,30191841,40.76782917344457,-73.98455588496766,104,3,http://www.nyc.gov/mcb4,32075-2018-RSWC,Unenclosed,136,8,18,Application Review Completed,2019-07-09T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-12-14T00:00:00Z,Ready For Review,2018-12-14T00:00:00Z,Approved,2018-12-14T00:00:00Z,NA,NA,Review Period Expired,2019-03-13T00:00:00Z,Waived,2019-03-13T00:00:00Z,NA,NA,Review Period Expired,2019-04-03T00:00:00Z,Approved,2019-07-09T00:00:00Z,Issued,2019-07-09T00:00:00Z,Manhattan
2060572-DCA,Active,"HUMMUS ON 6TH, LLC",NA,585,6TH AVE,NEW YORK,NY,10011,Unenclosed,90,6,12,50063446,40.73930673239981,-73.99589343640744,104,3,http://www.nyc.gov/mcb4,16067-2018-RSWC,Unenclosed,90,6,12,Application Review Completed,2019-03-19T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-09-26T00:00:00Z,Ready For Review,2018-09-26T00:00:00Z,Approved,2018-09-26T00:00:00Z,NA,NA,Review Period Expired,2018-11-21T00:00:00Z,Waived,2018-11-21T00:00:00Z,NA,NA,Review Period Expired,2018-12-12T00:00:00Z,NA,NA,Issued,2019-03-19T00:00:00Z,Manhattan
2095272-DCA,Inactive,LAMARCA INC.,NA,161,E 22ND ST,NEW YORK,NY,10010,Enclosed,142,5,10,40887926,40.73853723119184,-73.98449411243489,106,2,http://cbsix.org,2361-2020-ASWC,Enclosed,142,5,10,Pending Review,2020-03-11T00:00:00Z,2020-04-11T00:00:00Z,2020-04-11T00:00:00Z,2020-03-11T00:00:00Z,Ready For Review,2020-03-11T00:00:00Z,Issued Temp Op Letter,2020-03-11T00:00:00Z,Pending Review,2020-03-11T00:00:00Z,Pending Review,2020-03-11T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2085586-DCA,Active,"ARGOT ENTERPRISE, INC",NA,142,HAMILTON PL,NEW YORK,NY,10031,Unenclosed,81,6,12,50087135,40.82435473829046,-73.94875048562317,109,7,http://www.cb9m.org,1954-2019-ASWC,Unenclosed,81,6,12,Application Review Completed,2019-08-12T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-02-27T00:00:00Z,Ready For Review,2019-02-27T00:00:00Z,Approved,2019-02-28T00:00:00Z,NA,NA,Recommend Approval,2019-05-01T00:00:00Z,Recommendation Issued,2019-05-01T00:00:00Z,SWC Public Hearing,2019-04-17T00:00:00Z,Review Period Expired,2019-05-28T00:00:00Z,Approved,2019-08-12T00:00:00Z,Issued,2019-08-12T00:00:00Z,Manhattan
2087056-DCA,Active,BAYRIDGE HOSPITALITY GROUP LLC,BACI RISTORANTE,8424,3RD AVE,BROOKLYN,NY,11209,Unenclosed,335,15,30,50039636,40.62451083435472,-74.0307498564948,310,43,http://www.bkcb10.org/,4761-2019-ASWC,Unenclosed,335,15,30,Application Review Completed,2019-08-06T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-04-24T00:00:00Z,Ready For Review,2019-04-25T00:00:00Z,Approved,2019-04-30T00:00:00Z,NA,NA,Recommend Approval,2019-05-22T00:00:00Z,Recommendation Issued,2019-06-12T00:00:00Z,SWC Public Hearing,2019-06-19T00:00:00Z,Review Period Expired,2019-07-04T00:00:00Z,Approved,2019-08-06T00:00:00Z,Issued,2019-08-06T00:00:00Z,Brooklyn
2087051-DCA,Active,138 WEST FORDHAM RD FOOD CORP,FOKKUS ROOM & CUCINE,138,W FORDHAM RD,BRONX,NY,10468,Unenclosed,200,5,20,50081732,40.86258994096568,-73.90709479797384,207,14,http://www.bronxcb7.info/,4608-2019-ASWC,Unenclosed,200,5,20,Application Review Completed,2019-08-26T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-22T00:00:00Z,Ready For Review,2019-04-23T00:00:00Z,Approved,2019-04-23T00:00:00Z,NA,NA,Recommend Approval,2019-06-12T00:00:00Z,Recommendation Issued,2019-06-12T00:00:00Z,SWC Public Hearing,2019-06-12T00:00:00Z,Review Period Expired,2019-07-04T00:00:00Z,Approved,2019-08-26T00:00:00Z,Issued,2019-08-26T00:00:00Z,Bronx
1229629-DCA,Active,ERS ENTERPRISES INC.,NA,44,W 63RD ST,NEW YORK,NY,10023,Enclosed,880,22,46,41246951,40.771350387999604,-73.98254773267509,107,3,http://www.nyc.gov/mcb7,23984-2019-RSWC,Enclosed,880,22,46,Application Review Completed,2019-07-17T00:00:00Z,2021-05-15T00:00:00Z,NA,2019-07-17T00:00:00Z,Ready For Review,2019-07-17T00:00:00Z,Approved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Issued,2019-07-17T00:00:00Z,Manhattan
2074050-DCA,Active,"NYCBCH III, INC",NA,3310,30TH AVE,ASTORIA,NY,11103,Unenclosed,82,6,11,465456,40.765760066414536,-73.91959778159395,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,5908-2018-ASWC,Unenclosed,82,6,11,Application Review Completed,2018-08-22T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-03-27T00:00:00Z,Ready For Review,2018-03-27T00:00:00Z,Approved,2018-03-27T00:00:00Z,Pending Review,2018-03-27T00:00:00Z,Review Period Expired,2018-05-17T00:00:00Z,Recommendation Issued,2018-06-21T00:00:00Z,SWC Public Hearing,2018-05-16T00:00:00Z,Review Period Expired,2018-07-12T00:00:00Z,Pending Review,2018-07-12T00:00:00Z,Issued,2018-08-22T00:00:00Z,Queens
2056083-DCA,Inactive,TWO MELONS LLC,JG MELON,480,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,168,7,14,50065290,40.7859595501475,-73.97653140815255,107,6,http://www.nyc.gov/mcb7,34647-2019-RSWC,Unenclosed,168,7,14,Application Review Completed,2019-12-06T00:00:00Z,2020-09-15T00:00:00Z,NA,2019-12-06T00:00:00Z,Ready For Review,2019-12-06T00:00:00Z,Approved,NA,Proceed,2019-12-06T00:00:00Z,Recommend Approval,2019-12-06T00:00:00Z,Waived,2019-12-06T00:00:00Z,NA,NA,Review Period Expired,2019-12-06T00:00:00Z,Approved,2019-12-06T00:00:00Z,Issued,2019-12-06T00:00:00Z,Manhattan
0916146-DCA,Inactive,"HUSSIEN ENVIRONMENT, INC.",CLEOPATRAS NEEDLE,2483,BROADWAY,NEW YORK,NY,10025,Enclosed,228,9,16,40390186,40.792463956561235,-73.97371578707522,107,6,http://www.nyc.gov/mcb7,8475-2018-RSWC,Enclosed,228,9,16,Pending Review,2020-03-11T00:00:00Z,2020-06-30T00:00:00Z,2020-06-30T00:00:00Z,2018-05-15T00:00:00Z,Ready For Review,2018-05-15T00:00:00Z,Issued Temp Op Letter,2018-05-18T00:00:00Z,Pending Review,2018-05-18T00:00:00Z,Pending Review,2018-05-18T00:00:00Z,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
2086764-DCA,Active,329 Hospitality Group LLC,ASSET,329,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,153,10,20,NA,40.77941620046133,-73.97701394453766,107,6,http://www.nyc.gov/mcb7,4108-2019-ASWC,Unenclosed,153,10,20,Application Review Completed,2019-07-25T00:00:00Z,2021-12-15T00:00:00Z,NA,2019-04-10T00:00:00Z,Ready For Review,2019-04-15T00:00:00Z,Approved,2019-04-15T00:00:00Z,NA,NA,Review Period Expired,2019-06-05T00:00:00Z,Recommendation Issued,2019-06-06T00:00:00Z,SWC Public Hearing,2019-06-05T00:00:00Z,Review Period Expired,2019-06-27T00:00:00Z,Approved,2019-07-25T00:00:00Z,Issued,2019-07-25T00:00:00Z,Manhattan
1334107-DCA,Active,TREL RESTAURANT INC.,ROSIE O'GRADY'S,800,7TH AVE,NEW YORK,NY,10019,Small Unenclosed,382,7,28,40374711,40.762613855474434,-73.98240201835488,105,4,http://www.cb5.org,17265-2019-RSWC,Small Unenclosed,382,7,28,Application Review Completed,2019-08-29T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-09T00:00:00Z,Ready For Review,2019-04-09T00:00:00Z,Approved,2019-04-11T00:00:00Z,NA,NA,Review Period Expired,2019-06-11T00:00:00Z,Waived,2019-06-11T00:00:00Z,NA,NA,Review Period Expired,2019-07-02T00:00:00Z,Approved,2019-08-29T00:00:00Z,Issued,2019-08-29T00:00:00Z,Manhattan
1138459-DCA,Active,MA. VI. DO. REST. INC.,MEDITERRANEO,1260,2ND AVE,NEW YORK,NY,10065,Unenclosed,688,32,60,40396622,40.76516938836709,-73.960838926164,108,5,http://www.cb8m.com/,25425-2019-RSWC,Unenclosed,688,32,60,Application Review Completed,2019-11-22T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-08-06T00:00:00Z,Ready For Review,2019-08-06T00:00:00Z,Approved,2019-08-06T00:00:00Z,NA,NA,Review Period Expired,2019-09-24T00:00:00Z,Waived,2019-09-24T00:00:00Z,NA,NA,Review Period Expired,2019-10-15T00:00:00Z,Approved,2019-11-22T00:00:00Z,Issued,2019-11-22T00:00:00Z,NA
1422815-DCA,Active,345 COURT ST. CORP.,MARCO POLO RISTORANTE,345,COURT ST,BROOKLYN,NY,11231,Unenclosed,252,15,30,40376495,40.682199202991875,-73.99580321043112,306,39,http://www.brooklyncb6.org/,4023-2020-RSWC,Unenclosed,252,15,30,Application Review Completed,2020-02-27T00:00:00Z,2022-04-15T00:00:00Z,NA,2020-02-27T00:00:00Z,Ready For Review,2020-02-27T00:00:00Z,Approved,NA,Proceed,2020-02-27T00:00:00Z,Review Period Expired,2020-02-27T00:00:00Z,Waived,2020-02-27T00:00:00Z,NA,NA,Approved,2020-02-27T00:00:00Z,Approved,2020-02-27T00:00:00Z,Issued,2020-02-27T00:00:00Z,Brooklyn
2053880-DCA,Inactive,"AURORA FG, INC",NA,211,DEKALB AVE,BROOKLYN,NY,11205,Unenclosed,425,20,40,50062832,40.68971903370072,-73.97096171947007,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,34633-2019-RSWC,Unenclosed,425,20,40,Pending Review,2020-05-28T00:00:00Z,2020-08-29T00:00:00Z,2020-08-29T00:00:00Z,2019-12-06T00:00:00Z,Ready For Review,2019-12-06T00:00:00Z,Issued Temp Op Letter,2019-12-06T00:00:00Z,Pending Review,2019-12-06T00:00:00Z,Review Period Expired,2020-01-29T00:00:00Z,Waived,2020-01-29T00:00:00Z,NA,NA,Review Period Expired,2020-02-19T00:00:00Z,Pending Review,NA,Pending Review,NA,Brooklyn
1433213-DCA,Inactive,STRATOS BAKERY CORP.,BOCADO BAKERY CAFE,1297,LEXINGTON AVE,NEW YORK,NY,10128,Enclosed,227,14,30,41664437,40.780290711242785,-73.95485776798857,108,5,http://www.cb8m.com/,7456-2018-RSWC,Enclosed,227,14,30,Application Review Completed,2018-05-04T00:00:00Z,2020-05-15T00:00:00Z,NA,2018-04-26T00:00:00Z,Ready For Review,2018-04-26T00:00:00Z,Approved,NA,Pending Review,NA,Pending Review,NA,Pending Review,NA,NA,NA,Pending Review,NA,Pending Review,NA,Issued,2018-05-04T00:00:00Z,Manhattan
1466659-DCA,Active,106 3RD AVE NYC INC.,BRAZEN FOX KITCHEN AND BAR,106,3RD AVE,NEW YORK,NY,10003,Unenclosed,297,14,28,50000910,40.73280657720273,-73.98773563437739,103,2,http://www.nyc.gov/manhattancb3,26416-2019-RSWC,Unenclosed,297,14,28,Application Review Completed,2020-02-10T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-09-11T00:00:00Z,Ready For Review,2019-09-11T00:00:00Z,Approved,2019-09-12T00:00:00Z,NA,NA,Review Period Expired,2019-11-07T00:00:00Z,Waived,2019-11-07T00:00:00Z,NA,NA,Review Period Expired,2019-11-28T00:00:00Z,Approved,2020-02-10T00:00:00Z,Issued,2020-02-10T00:00:00Z,Manhattan
1341402-DCA,Inactive,DONIZETTI LLC,5 NAPKIN BURGER,2315,BROADWAY,NEW YORK,NY,10024,Unenclosed,360,12,34,41460077,40.78703576146063,-73.97792855027406,107,6,http://www.nyc.gov/mcb7,2751-2020-RSWC,Unenclosed,360,12,34,Pending Review,2020-05-28T00:00:00Z,2020-07-17T00:00:00Z,2020-07-17T00:00:00Z,2020-02-05T00:00:00Z,Ready For Review,2020-02-05T00:00:00Z,Issued Temp Op Letter,2020-02-06T00:00:00Z,Pending Review,2020-02-06T00:00:00Z,Pending Review,2020-02-06T00:00:00Z,Pending Review,NA,SWC Public Hearing,2020-03-25T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Manhattan
1445109-DCA,Active,"VICTORY SWEET SHOP, LTD.",NA,2169,STEINWAY ST,ASTORIA,NY,11105,Unenclosed,195,6,18,40384920,40.77304199347226,-73.90531704122527,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,25280-2019-RSWC,Unenclosed,195,6,18,Application Review Completed,2020-01-06T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-08-01T00:00:00Z,Ready For Review,2019-08-01T00:00:00Z,Approved,2019-08-02T00:00:00Z,NA,NA,Recommend Approval,2019-09-04T00:00:00Z,Waived,2019-09-24T00:00:00Z,NA,NA,Review Period Expired,2019-10-15T00:00:00Z,Approved,2020-01-06T00:00:00Z,Issued,2020-01-06T00:00:00Z,Queens
0761576-DCA,Inactive,FORTUNATO BROS.CAFE & BAKERY CORP,NA,289,MANHATTAN AVE,BROOKLYN,NY,11211,Enclosed,422,14,46,40400561,40.713762454899864,-73.94608683533714,301,34,http://www.nyc.gov/brooklyncb1,8470-2018-RSWC,Enclosed,422,14,46,Application Review Completed,2019-10-31T00:00:00Z,2020-05-15T00:00:00Z,NA,2018-05-15T00:00:00Z,Ready For Review,2018-05-15T00:00:00Z,Approved,2019-03-21T00:00:00Z,Proceed Objections Cured,2019-03-19T00:00:00Z,Review Period Expired,2019-03-21T00:00:00Z,Waived,2019-03-21T00:00:00Z,NA,NA,Review Period Expired,2019-04-11T00:00:00Z,Approved,2019-10-31T00:00:00Z,Issued,2019-10-31T00:00:00Z,Brooklyn
1312716-DCA,Inactive,KANG YUE USA CORPORATION,MOCA ASIAN BISTRO,10718,70TH RD,FOREST HILLS,NY,11375,Unenclosed,184,7,14,41310853,40.720953029109836,-73.84532467660999,406,29,http://queenscb6.org/,29629-2019-RSWC,Unenclosed,184,7,14,Pending Review,2020-01-06T00:00:00Z,2020-02-06T00:00:00Z,2020-02-06T00:00:00Z,2019-10-23T00:00:00Z,Ready For Review,2019-10-23T00:00:00Z,Issued Temp Op Letter,2019-10-29T00:00:00Z,Pending Review,2019-10-29T00:00:00Z,Pending Review,2019-10-29T00:00:00Z,Pending Review,NA,SWC Public Hearing,2019-12-18T00:00:00Z,Pending Review,NA,Pending Review,NA,Pending Review,NA,Queens
2085253-DCA,Active,AELE LLC,BATHHOUSE,103,N 10TH ST,BROOKLYN,NY,11249,Unenclosed,508,12,36,50087742,40.720813059116296,-73.95756766277235,301,33,http://www.nyc.gov/brooklyncb1,2292-2019-ASWC,Unenclosed,508,12,36,Application Review Completed,2019-07-11T00:00:00Z,2021-09-15T00:00:00Z,NA,2019-07-08T00:00:00Z,Ready For Review,2019-03-06T00:00:00Z,Approved,2019-03-06T00:00:00Z,NA,NA,Recommend Approval,2019-05-01T00:00:00Z,Recommendation Issued,2019-05-01T00:00:00Z,SWC Public Hearing,2019-04-24T00:00:00Z,Review Period Expired,2019-05-22T00:00:00Z,Approved,2019-07-11T00:00:00Z,Issued,2019-07-11T00:00:00Z,Brooklyn
2077336-DCA,Inactive,"IROM, LLC",ONE LENOX,1113,1ST AVE,NEW YORK,NY,10065,Unenclosed,172,6,12,50062880,40.761057861177044,-73.96112651445132,108,5,http://www.cb8m.com/,11893-2018-ASWC,Unenclosed,172,6,12,Application Review Completed,2018-11-13T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-06-21T00:00:00Z,Ready For Review,2018-06-21T00:00:00Z,Approved,2018-06-21T00:00:00Z,NA,NA,Review Period Expired,2018-08-22T00:00:00Z,Recommendation Issued,2018-08-22T00:00:00Z,SWC Public Hearing,2018-08-08T00:00:00Z,Review Period Expired,2018-09-12T00:00:00Z,NA,NA,Issued,2018-11-13T00:00:00Z,NA
1394721-DCA,Active,"ST. JUDE ENTERPRISES, LLC",BENITO ONE,174,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,66,4,8,41563537,40.71995898101541,-73.99685423206414,102,1,http://www.nyc.gov/manhattancb2,16889-2019-RSWC,Unenclosed,66,4,8,Application Review Completed,2019-08-05T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-04-04T00:00:00Z,Ready For Review,2019-04-04T00:00:00Z,Approved,2019-04-04T00:00:00Z,NA,NA,Review Period Expired,2019-05-30T00:00:00Z,Waived,2019-05-30T00:00:00Z,NA,NA,Review Period Expired,2019-06-20T00:00:00Z,Approved,2019-08-05T00:00:00Z,Issued,2019-08-05T00:00:00Z,Manhattan
2033621-DCA,Active,TOR RESTAURANT LLC,NA,607,10TH AVE,NEW YORK,NY,10036,Unenclosed,190,8,16,50044701,40.760784331398966,-73.99464314107244,104,3,http://www.nyc.gov/mcb4,3669-2020-RSWC,Unenclosed,190,8,16,Application Review Completed,2020-02-27T00:00:00Z,2022-04-15T00:00:00Z,NA,2020-02-21T00:00:00Z,Ready For Review,2020-02-21T00:00:00Z,Approved,NA,Proceed,2020-02-27T00:00:00Z,Recommend Approval,2020-02-27T00:00:00Z,Waived,2020-02-27T00:00:00Z,NA,NA,Approved,2020-02-27T00:00:00Z,Approved,2020-02-27T00:00:00Z,Issued,2020-02-27T00:00:00Z,Manhattan
1097155-DCA,Active,BAR GIACOSA CORP.,BAR PITTI,268,AVENUE OF THE AMERICAS,NEW YORK,NY,10014,Unenclosed,480,21,49,41490544,40.72909081123215,-74.00218646399611,102,3,http://www.nyc.gov/manhattancb2,3213-2020-RSWC,Unenclosed,480,21,49,Application Review Completed,2020-02-13T00:00:00Z,2022-04-15T00:00:00Z,NA,2020-02-13T00:00:00Z,Ready For Review,2020-02-13T00:00:00Z,Approved,NA,Proceed,2020-02-13T00:00:00Z,Recommend Approval,2020-02-13T00:00:00Z,Recommendation Issued,2020-02-13T00:00:00Z,NA,NA,NA,NA,Approved,2020-02-13T00:00:00Z,Issued,2020-02-13T00:00:00Z,Manhattan
2071248-DCA,Active,NATURAL CROP INC.,GRASS ROOTS JUICERY,336A,GRAHAM AVE,BROOKLYN,NY,11211,Unenclosed,127,8,32,50001597,40.714236389052196,-73.9441782310163,301,34,http://www.nyc.gov/brooklyncb1,5443-2018-ASWC,Unenclosed,127,8,32,Application Review Completed,2018-11-16T00:00:00Z,2020-12-15T00:00:00Z,NA,2018-03-20T00:00:00Z,Ready For Review,2018-03-26T00:00:00Z,Approved,2018-03-26T00:00:00Z,NA,NA,Review Period Expired,2018-05-16T00:00:00Z,Recommendation Issued,2018-05-16T00:00:00Z,SWC Public Hearing,2018-05-16T00:00:00Z,Review Period Expired,2018-06-06T00:00:00Z,Approved,2018-11-16T00:00:00Z,Issued,2018-11-16T00:00:00Z,Brooklyn
2024047-DCA,Active,SIXTH AVENUE RESTAURANT MANAGEMENT LLC,L' AMICO,839,AVENUE OF THE AMERICAS,NEW YORK,NY,10001,Unenclosed,420,18,36,50047825,40.74712891801029,-73.99009328590529,105,3,http://www.cb5.org,15973-2019-RSWC,Unenclosed,420,18,36,Application Review Completed,2019-08-22T00:00:00Z,2021-04-15T00:00:00Z,NA,2019-03-28T00:00:00Z,Ready For Review,2019-03-28T00:00:00Z,Approved,2019-03-29T00:00:00Z,NA,NA,Review Period Expired,2019-05-16T00:00:00Z,Waived,2019-05-16T00:00:00Z,NA,NA,Review Period Expired,2019-06-06T00:00:00Z,Approved,2019-08-22T00:00:00Z,Issued,2019-08-22T00:00:00Z,Manhattan
2054414-DCA,Inactive,Barn Joo Union Square Inc,Barn Joo,35,UNION SQ W,NEW YORK,NY,10003,Small Unenclosed,139,5,10,50059509,40.73693496884351,-73.9907587565743,105,2,http://www.cb5.org,31938-2019-RSWC,Small Unenclosed,139,5,10,Pending Review,2019-12-23T00:00:00Z,2019-12-15T00:00:00Z,2020-02-01T00:00:00Z,2019-11-11T00:00:00Z,Ready For Review,2019-11-14T00:00:00Z,Under Review,2019-12-23T00:00:00Z,Pending Review,2019-11-14T00:00:00Z,Recommend Approval,2020-01-02T00:00:00Z,Waived,2020-01-06T00:00:00Z,NA,NA,Review Period Expired,2020-01-27T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1227042-DCA,Active,"114 KENMARE ASSOCIATES, LLC",LA ESQUINA,106,KENMARE ST,NEW YORK,NY,10012,Unenclosed,337,8,26,41120866,40.72120237478083,-73.9976009464386,102,1,http://www.nyc.gov/manhattancb2,8185-2019-RSWC,Unenclosed,337,8,26,Application Review Completed,2019-10-21T00:00:00Z,2020-12-15T00:00:00Z,NA,2019-02-13T00:00:00Z,Ready For Review,2019-02-13T00:00:00Z,Approved,2019-02-13T00:00:00Z,NA,NA,Review Period Expired,2019-04-02T00:00:00Z,Waived,2019-04-02T00:00:00Z,NA,NA,Review Period Expired,2019-04-23T00:00:00Z,Approved,2019-10-21T00:00:00Z,Issued,2019-10-21T00:00:00Z,Manhattan
2079376-DCA,Inactive,THIRD AVE FOOD CORP,TIVOLI CAFE,283,3RD AVE,NEW YORK,NY,10010,Unenclosed,448,22,44,50055913,40.73817202830903,-73.98341164196111,106,2,http://cbsix.org,12681-2018-ASWC,Unenclosed,448,22,44,Application Review Completed,2019-05-15T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-07-12T00:00:00Z,Ready For Review,2018-07-23T00:00:00Z,Approved,2018-07-23T00:00:00Z,NA,NA,Recommend Approval,2018-10-24T00:00:00Z,Recommendation Issued,2018-10-24T00:00:00Z,SWC Public Hearing,2018-09-12T00:00:00Z,Review Period Expired,2018-11-14T00:00:00Z,Approved,2019-05-15T00:00:00Z,Issued,2019-05-15T00:00:00Z,Manhattan
2035686-DCA,Inactive,GFLC MARKET LLC,NA,114,NASSAU AVE,BROOKLYN,NY,11222,Unenclosed,245,10,19,50010628,40.72460768545206,-73.94756807663808,301,33,http://www.nyc.gov/brooklyncb1,13068-2018-RSWC,Unenclosed,245,10,19,Application Review Completed,2019-05-06T00:00:00Z,2020-09-15T00:00:00Z,2019-05-31T00:00:00Z,2018-09-14T00:00:00Z,Ready For Review,2018-09-14T00:00:00Z,Approved,2018-09-17T00:00:00Z,NA,NA,Review Period Expired,2018-11-14T00:00:00Z,Waived,2018-11-14T00:00:00Z,NA,NA,Review Period Expired,2018-12-05T00:00:00Z,Approved,2019-05-06T00:00:00Z,Issued,2019-05-06T00:00:00Z,Brooklyn
2058331-DCA,Inactive,West D & P LLC,GINA,2028-2032,BROADWAY,NEW YORK,NY,10023,Unenclosed,138,6,26,50067671,40.77667233286684,-73.98188559724693,107,6,http://www.nyc.gov/mcb7,18221-2019-RSWC,Unenclosed,138,6,26,Pending Review,2019-07-23T00:00:00Z,2019-10-25T00:00:00Z,2019-10-25T00:00:00Z,2019-04-19T00:00:00Z,Ready For Review,2019-04-19T00:00:00Z,Issued Temp Op Letter,2019-04-24T00:00:00Z,Pending Review,2019-04-24T00:00:00Z,Review Period Expired,2019-06-14T00:00:00Z,Waived,2019-06-14T00:00:00Z,NA,NA,Review Period Expired,2019-07-05T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1248652-DCA,Inactive,22 EAST 54TH STREET RESTAURANT CORP.,PAPILLON,22,E 54TH ST,NEW YORK,NY,10022,Small Unenclosed,140,5,10,41103208,40.760347942064364,-73.97439986851364,105,4,http://www.cb5.org,35841-2019-RSWC,Small Unenclosed,140,5,10,Pending Review,2020-03-05T00:00:00Z,2020-04-05T00:00:00Z,2020-04-05T00:00:00Z,2019-12-19T00:00:00Z,Ready For Review,2019-12-24T00:00:00Z,Issued Temp Op Letter,2020-02-14T00:00:00Z,Pending Review,2019-12-24T00:00:00Z,Recommend Approval,2020-02-20T00:00:00Z,Waived,2020-03-05T00:00:00Z,NA,NA,Review Period Expired,2020-03-26T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
1425933-DCA,Inactive,CREDENCE LLC,BAREBURGER,170,7TH AVE,BROOKLYN,NY,11215,Unenclosed,380,16,32,41603460,40.67191517668589,-73.9776097585372,306,39,http://www.brooklyncb6.org/,15698-2018-RSWC,Unenclosed,380,16,32,Application Review Completed,2019-05-21T00:00:00Z,2020-09-15T00:00:00Z,NA,2018-09-25T00:00:00Z,Ready For Review,2018-09-25T00:00:00Z,Approved,2018-09-26T00:00:00Z,NA,NA,Review Period Expired,2018-11-21T00:00:00Z,Waived,2018-11-21T00:00:00Z,NA,NA,Review Period Expired,2018-12-12T00:00:00Z,Approved,2019-05-21T00:00:00Z,Issued,2019-05-21T00:00:00Z,Brooklyn
2033301-DCA,Inactive,MADISON PARK ACQUISITIONS LLC,SD26,19,E 26TH ST,NEW YORK,NY,10010,Unenclosed,217,7,16,50034379,40.74334361385171,-73.98711659017769,105,2,http://www.cb5.org,5166-2018-RSWC,Unenclosed,217,7,16,Pending Review,2020-01-02T00:00:00Z,2020-03-19T00:00:00Z,2020-02-08T00:00:00Z,2018-03-22T00:00:00Z,Ready For Review,2018-04-09T00:00:00Z,Issued Temp Op Letter,2018-04-10T00:00:00Z,Pending Review,2018-04-10T00:00:00Z,Review Period Expired,2018-05-31T00:00:00Z,Waived,2018-09-26T00:00:00Z,NA,NA,Review Period Expired,2018-10-17T00:00:00Z,Pending Review,NA,Pending Review,NA,Manhattan
